Estacion;Dia_semana;Condicion;Temperatura;Sensacion;Humedad;Velocidad_viento;BiciRentadas;Parte_dia
Verano;3;Despejado;27.72;280.022;0.33;0;281;Mañana
Verano;3;Despejado;27.72;280.022;0.33;0;310;Mañana
Verano;3;Despejado;28.66;289.988;0.31;110.014;312;Tarde
Verano;3;Despejado;29.6;30.002;0.29;89.981;247;Tarde
Verano;3;Despejado;28.66;289.988;0.31;60.032;317;Tarde
Verano;3;Despejado;29.6;30.002;0.29;110.014;484;Tarde
Verano;3;Despejado;29.6;30.002;0.31;0;913;Tarde
Verano;3;Despejado;29.6;30.002;0.27;89.981;891;Tarde
Verano;3;Despejado;27.72;280.022;0.33;89.981;698;Tarde
Verano;3;Despejado;26.78;26.999;0.4;110.014;567;Noche
Verano;3;Despejado;25.84;26.999;0.45;89.981;397;Noche
Verano;3;Despejado;24.9;26.999;0.58;89.981;278;Noche
Verano;3;Despejado;23.96;260.024;0.57;199.995;239;Noche
Verano;4;Despejado;23.02;249.992;0.65;12.998;92;Noche
Verano;4;Despejado;23.02;249.992;0.65;150.013;29;Noche
Verano;4;Despejado;23.02;249.992;0.69;169.979;21;Noche
Verano;4;Despejado;23.02;249.992;0.69;150.013;8;Noche
Verano;4;Despejado;23.02;249.992;0.74;12.998;4;Noche
Verano;4;Despejado;23.02;249.992;0.74;12.998;42;Mañana
Verano;4;Despejado;23.02;240.026;0.78;169.979;181;Mañana
Verano;4;Despejado;24.9;280.022;0.74;169.979;495;Mañana
Verano;4;Niebla;24.9;280.022;0.74;169.979;729;Mañana
Verano;4;Niebla;25.84;289.988;0.7;89.981;344;Mañana
Verano;4;Despejado;26.78;30.002;0.7;150.013;222;Mañana
Verano;4;Despejado;29.6;36.998;0.66;150.013;212;Mañana
Verano;4;Despejado;31.48;380.012;0.56;169.979;279;Mañana
Verano;4;Despejado;32.42;389.978;0.53;199.995;242;Tarde
Verano;4;Despejado;34.3;420.008;0.47;169.979;213;Tarde
Verano;4;Despejado;35.24;429.974;0.42;199.995;238;Tarde
Verano;4;Despejado;36.18;420.008;0.38;260.027;374;Tarde
Verano;4;Despejado;34.3;409.976;0.45;279.993;738;Tarde
Verano;4;Despejado;35.24;420.008;0.4;239.994;688;Tarde
Verano;4;Despejado;34.3;409.976;0.45;220.028;614;Tarde
Verano;4;Despejado;32.42;380.012;0.5;169.979;446;Noche
Verano;4;Despejado;29.6;329.984;0.49;409.973;271;Noche
Verano;4;Despejado;29.6;329.984;0.49;409.973;234;Noche
Verano;4;Despejado;25.84;289.988;0.7;89.981;145;Noche
Verano;5;Despejado;25.84;289.988;0.7;0;97;Noche
Verano;5;Despejado;25.84;289.988;0.7;70.015;54;Noche
Verano;5;Despejado;24.9;280.022;0.79;89.981;26;Noche
Verano;5;Despejado;24.9;280.022;0.74;110.014;12;Noche
Verano;5;Despejado;24.9;280.022;0.79;0;8;Noche
Verano;5;Despejado;24.9;280.022;0.84;0;37;Mañana
Verano;5;Despejado;24.9;280.022;0.79;0;139;Mañana
Verano;5;Despejado;25.84;289.988;0.7;12.998;410;Mañana
Verano;5;Despejado;27.72;320.018;0.66;60.032;676;Mañana
Verano;5;Despejado;30.54;349.982;0.49;190.012;363;Mañana
Verano;5;Despejado;31.48;349.982;0.47;0;231;Mañana
Verano;5;Despejado;31.48;349.982;0.47;220.028;251;Mañana
Verano;5;Despejado;31.48;360.014;0.49;239.994;299;Mañana
Verano;5;Despejado;31.48;349.982;0.47;190.012;314;Tarde
Verano;5;Despejado;32.42;36.998;0.47;199.995;326;Tarde
Verano;5;Despejado;32.42;360.014;0.41;150.013;323;Tarde
Verano;5;Despejado;31.48;349.982;0.47;150.013;499;Tarde
Verano;5;Despejado;32.42;360.014;0.41;190.012;699;Tarde
Verano;5;Despejado;30.54;340.016;0.46;110.014;622;Tarde
Verano;5;Despejado;30.54;349.982;0.52;12.998;516;Tarde
Verano;5;Despejado;28.66;329.984;0.59;70.015;354;Noche
Verano;5;Despejado;28.66;329.984;0.59;70.015;260;Noche
Verano;5;Despejado;28.66;329.984;0.59;89.981;199;Noche
Verano;5;Despejado;27.72;320.018;0.66;0;189;Noche
Verano;6;Despejado;26.78;289.988;0.62;89.981;191;Noche
Verano;6;Despejado;25.84;289.988;0.7;60.032;80;Noche
Verano;6;Despejado;25.84;289.988;0.7;0;90;Noche
Verano;6;Despejado;25.84;289.988;0.7;0;43;Noche
Verano;6;Despejado;24.9;280.022;0.79;12.998;11;Noche
Verano;6;Despejado;23.96;260.024;0.79;110.014;14;Mañana
Verano;6;Despejado;24.9;26.999;0.7;70.015;50;Mañana
Verano;6;Despejado;25.84;289.988;0.7;89.981;76;Mañana
Verano;6;Despejado;26.78;30.002;0.66;110.014;163;Mañana
Verano;6;Despejado;28.66;329.984;0.59;70.015;337;Mañana
Verano;6;Despejado;30.54;349.982;0.52;150.013;395;Mañana
Verano;6;Despejado;31.48;329.984;0.39;150.013;457;Mañana
Verano;6;Despejado;31.48;340.016;0.41;150.013;487;Mañana
Verano;6;Despejado;32.42;360.014;0.41;190.012;498;Tarde
Verano;6;Despejado;32.42;349.982;0.39;169.979;494;Tarde
Verano;6;Despejado;33.36;349.982;0.32;190.012;497;Tarde
Verano;6;Despejado;32.42;349.982;0.39;150.013;487;Tarde
Verano;6;Despejado;30.54;340.016;0.46;12.998;479;Tarde
Verano;6;Despejado;30.54;329.984;0.43;190.012;481;Tarde
Verano;6;Despejado;23.96;260.024;0.83;0;338;Tarde
Verano;6;Despejado;23.02;240.026;0.83;150.013;233;Noche
Verano;6;Despejado;23.02;240.026;0.78;60.032;300;Noche
Verano;6;Despejado;23.02;240.026;0.78;60.032;276;Noche
Verano;6;Despejado;23.02;240.026;0.83;60.032;208;Noche
Verano;0;Despejado;23.02;229.994;0.89;89.981;188;Noche
Verano;0;Despejado;23.02;240.026;0.83;70.015;158;Noche
Verano;0;Despejado;23.02;249.992;0.74;89.981;112;Noche
Verano;0;Despejado;23.02;249.992;0.69;150.013;55;Noche
Verano;0;Despejado;22.08;240.026;0.69;12.998;13;Noche
Verano;0;Despejado;21.14;229.994;0.78;12.998;17;Mañana
Verano;0;Despejado;22.08;240.026;0.73;110.014;18;Mañana
Verano;0;Despejado;23.02;249.992;0.69;169.979;40;Mañana
Verano;0;Despejado;24.9;26.999;0.65;150.013;127;Mañana
Verano;0;Despejado;25.84;289.988;0.62;169.979;226;Mañana
Verano;0;Despejado;26.78;289.988;0.62;0;381;Mañana
Verano;0;Despejado;27.72;30.002;0.55;150.013;509;Mañana
Verano;0;Despejado;27.72;30.002;0.55;220.028;511;Mañana
Verano;0;Despejado;29.6;329.984;0.49;150.013;483;Tarde
Verano;0;Despejado;29.6;320.018;0.46;12.998;522;Tarde
Verano;0;Despejado;29.6;320.018;0.43;89.981;501;Tarde
Verano;0;Despejado;29.6;320.018;0.43;89.981;521;Tarde
Verano;0;Despejado;30.54;329.984;0.41;110.014;531;Tarde
Verano;0;Despejado;29.6;309.986;0.41;199.995;419;Tarde
Verano;0;Despejado;27.72;30.002;0.55;110.014;443;Tarde
Verano;0;Despejado;26.78;30.002;0.66;70.015;303;Noche
Verano;0;Despejado;25.84;289.988;0.7;89.981;271;Noche
Verano;0;Despejado;24.9;26.999;0.7;70.015;148;Noche
Verano;0;Despejado;24.9;26.999;0.7;0;100;Noche
Verano;1;Despejado;24.9;280.022;0.74;60.032;58;Noche
Verano;1;Despejado;24.9;280.022;0.74;0;19;Noche
Verano;1;Despejado;23.96;260.024;0.74;0;8;Noche
Verano;1;Despejado;23.02;240.026;0.83;0;3;Noche
Verano;1;Despejado;23.02;240.026;0.83;0;5;Noche
Verano;1;Despejado;23.02;240.026;0.83;70.015;47;Mañana
Verano;1;Despejado;23.02;240.026;0.83;110.014;161;Mañana
Verano;1;Despejado;24.9;280.022;0.79;60.032;469;Mañana
Verano;1;Niebla;25.84;30.002;0.74;70.015;751;Mañana
Verano;1;Niebla;26.78;30.002;0.7;0;293;Mañana
Verano;1;Niebla;26.78;30.002;0.66;150.013;189;Mañana
Verano;1;Niebla;28.66;320.018;0.55;89.981;215;Mañana
Verano;1;Niebla;27.72;309.986;0.58;70.015;278;Mañana
Verano;1;Despejado;29.6;329.984;0.49;110.014;226;Tarde
Verano;1;Despejado;29.6;329.984;0.49;150.013;254;Tarde
Verano;1;Despejado;29.6;329.984;0.49;169.979;236;Tarde
Verano;1;Despejado;29.6;329.984;0.49;190.012;425;Tarde
Verano;1;Despejado;27.72;30.002;0.55;220.028;827;Tarde
Verano;1;Despejado;27.72;309.986;0.58;279.993;812;Tarde
Verano;1;Despejado;30.54;349.982;0.52;110.014;665;Tarde
Verano;1;Despejado;25.84;289.988;0.7;150.013;462;Noche
Verano;1;Despejado;25.84;289.988;0.7;12.998;322;Noche
Verano;1;Niebla;24.9;280.022;0.74;150.013;230;Noche
Verano;1;Despejado;24.9;280.022;0.74;12.998;150;Noche
Verano;2;Despejado;23.96;260.024;0.79;89.981;38;Noche
Verano;2;Despejado;23.02;240.026;0.83;89.981;21;Noche
Verano;2;Despejado;23.02;240.026;0.83;89.981;8;Noche
Verano;2;Despejado;23.02;240.026;0.83;60.032;6;Noche
Verano;2;Despejado;23.02;240.026;0.83;60.032;6;Noche
Verano;2;Despejado;23.02;240.026;0.83;110.014;45;Mañana
Verano;2;Despejado;22.08;220.028;0.89;110.014;194;Mañana
Verano;2;Despejado;23.96;260.024;0.83;150.013;513;Mañana
Verano;2;Despejado;24.9;280.022;0.79;89.981;760;Mañana
Verano;2;Despejado;25.84;289.988;0.7;70.015;333;Mañana
Verano;2;Despejado;25.84;289.988;0.66;0;227;Mañana
Verano;2;Despejado;27.72;309.986;0.58;0;224;Mañana
Verano;2;Despejado;29.6;320.018;0.46;0;248;Mañana
Verano;2;Despejado;29.6;340.016;0.55;190.012;288;Tarde
Verano;2;Despejado;29.6;340.016;0.55;190.012;260;Tarde
Verano;2;Despejado;27.72;309.986;0.62;89.981;144;Tarde
Verano;2;Despejado;27.72;309.986;0.58;150.013;402;Tarde
Verano;2;Despejado;28.66;309.986;0.52;150.013;820;Tarde
Verano;2;Despejado;27.72;30.002;0.55;190.012;857;Tarde
Verano;2;Lluvia Leve;26.78;289.988;0.62;239.994;614;Tarde
Verano;2;Lluvia Leve;24.9;26.999;0.7;12.998;452;Noche
Verano;2;Despejado;23.96;260.024;0.79;12.998;352;Noche
Verano;2;Despejado;23.96;260.024;0.74;169.979;257;Noche
Verano;2;Niebla;23.02;240.026;0.83;110.014;147;Noche
Verano;3;Despejado;23.96;260.024;0.79;110.014;47;Noche
Verano;3;Despejado;23.02;240.026;0.83;60.032;33;Noche
Verano;3;Despejado;22.08;220.028;0.83;70.015;13;Noche
Verano;3;Despejado;22.08;220.028;0.83;70.015;7;Noche
Verano;3;Niebla;22.08;229.994;0.78;89.981;4;Noche
Verano;3;Niebla;22.08;229.994;0.78;89.981;49;Mañana
Verano;3;Despejado;22.08;229.994;0.78;89.981;185;Mañana
Verano;3;Niebla;22.08;220.028;0.83;89.981;487;Mañana
Verano;3;Niebla;23.02;240.026;0.78;12.998;681;Mañana
Verano;3;Niebla;23.96;260.024;0.74;60.032;350;Mañana
Verano;3;Despejado;25.84;289.988;0.66;60.032;236;Mañana
Verano;3;Despejado;27.72;309.986;0.58;60.032;234;Mañana
Verano;3;Despejado;29.6;329.984;0.49;70.015;284;Mañana
Verano;3;Despejado;29.6;329.984;0.52;110.014;280;Tarde
Verano;3;Despejado;30.54;340.016;0.46;110.014;263;Tarde
Verano;3;Despejado;30.54;340.016;0.46;110.014;295;Tarde
Verano;3;Despejado;29.6;340.016;0.55;190.012;479;Tarde
Verano;3;Despejado;29.6;329.984;0.49;110.014;837;Tarde
Verano;3;Lluvia Leve;27.72;309.986;0.62;150.013;891;Tarde
Verano;3;Despejado;26.78;30.002;0.66;169.979;652;Tarde
Verano;3;Despejado;26.78;30.002;0.66;110.014;513;Noche
Verano;3;Despejado;25.84;289.988;0.7;89.981;320;Noche
Verano;3;Despejado;25.84;289.988;0.7;70.015;288;Noche
Verano;3;Despejado;24.9;280.022;0.74;0;152;Noche
Verano;4;Despejado;24.9;280.022;0.74;0;63;Noche
Verano;4;Despejado;23.96;260.024;0.79;70.015;42;Noche
Verano;4;Despejado;23.02;240.026;0.83;60.032;11;Noche
Verano;4;Despejado;23.02;240.026;0.83;0;6;Noche
Verano;4;Despejado;23.02;240.026;0.83;0;9;Noche
Verano;4;Despejado;23.02;229.994;0.89;89.981;41;Mañana
Verano;4;Despejado;23.02;240.026;0.83;0;183;Mañana
Verano;4;Despejado;24.9;280.022;0.79;0;473;Mañana
Verano;4;Despejado;25.84;30.002;0.74;70.015;739;Mañana
Verano;4;Despejado;27.72;320.018;0.66;70.015;343;Mañana
Verano;4;Despejado;29.6;340.016;0.55;0;181;Mañana
Verano;4;Despejado;30.54;349.982;0.52;70.015;226;Mañana
Verano;4;Despejado;31.48;340.016;0.44;89.981;286;Mañana
Verano;4;Despejado;32.42;360.014;0.44;150.013;310;Tarde
Verano;4;Despejado;32.42;360.014;0.41;89.981;225;Tarde
Verano;4;Despejado;28.66;329.984;0.62;310.009;270;Tarde
Verano;4;Despejado;30.54;340.016;0.46;12.998;406;Tarde
Verano;4;Despejado;30.54;349.982;0.52;169.979;865;Tarde
Verano;4;Despejado;29.6;349.982;0.59;150.013;767;Tarde
Verano;4;Despejado;29.6;360.014;0.63;110.014;607;Tarde
Verano;4;Despejado;28.66;340.016;0.66;0;427;Noche
Verano;4;Despejado;27.72;320.018;0.66;150.013;342;Noche
Verano;4;Despejado;26.78;30.002;0.7;12.998;262;Noche
Verano;4;Despejado;25.84;289.988;0.7;169.979;177;Noche
Verano;5;Despejado;25.84;289.988;0.7;12.998;71;Noche
Verano;5;Despejado;24.9;280.022;0.74;12.998;43;Noche
Verano;5;Despejado;23.96;260.024;0.79;150.013;14;Noche
Verano;5;Despejado;23.96;260.024;0.79;150.013;6;Noche
Verano;5;Despejado;23.02;240.026;0.83;169.979;12;Noche
Verano;5;Despejado;23.02;240.026;0.83;110.014;37;Mañana
Verano;5;Despejado;23.02;240.026;0.83;150.013;163;Mañana
Verano;5;Despejado;24.9;280.022;0.74;70.015;421;Mañana
Verano;5;Despejado;25.84;289.988;0.7;89.981;668;Mañana
Verano;5;Niebla;26.78;30.002;0.66;70.015;396;Mañana
Verano;5;Niebla;29.6;329.984;0.52;12.998;249;Mañana
Verano;5;Niebla;31.48;360.014;0.49;190.012;263;Mañana
Verano;5;Niebla;32.42;380.012;0.5;199.995;338;Mañana
Verano;5;Niebla;32.42;36.998;0.47;190.012;345;Tarde
Verano;5;Niebla;32.42;360.014;0.44;169.979;331;Tarde
Verano;5;Despejado;33.36;380.012;0.42;169.979;380;Tarde
Verano;5;Niebla;32.42;360.014;0.41;150.013;492;Tarde
Verano;5;Niebla;31.48;36.998;0.53;190.012;741;Tarde
Verano;5;Niebla;30.54;36.998;0.59;169.979;671;Tarde
Verano;5;Niebla;29.6;360.014;0.63;150.013;469;Tarde
Verano;5;Niebla;28.66;340.016;0.66;150.013;389;Noche
Verano;5;Niebla;27.72;320.018;0.66;12.998;278;Noche
Verano;5;Despejado;27.72;320.018;0.7;169.979;202;Noche
Verano;5;Despejado;26.78;309.986;0.79;89.981;196;Noche
Verano;6;Despejado;26.78;309.986;0.79;110.014;161;Noche
Verano;6;Despejado;25.84;309.986;0.84;12.998;122;Noche
Verano;6;Despejado;25.84;309.986;0.84;89.981;84;Noche
Verano;6;Despejado;25.84;309.986;0.84;89.981;30;Noche
Verano;6;Despejado;25.84;30.002;0.79;12.998;13;Noche
Verano;6;Despejado;24.9;280.022;0.84;150.013;17;Mañana
Verano;6;Despejado;24.9;280.022;0.84;150.013;49;Mañana
Verano;6;Despejado;25.84;30.002;0.77;110.014;67;Mañana
Verano;6;Despejado;26.78;320.018;0.72;12.998;181;Mañana
Verano;6;Despejado;28.66;340.016;0.65;150.013;278;Mañana
Verano;6;Despejado;30.54;349.982;0.57;12.998;396;Mañana
Verano;6;Despejado;32.42;36.998;0.47;169.979;470;Mañana
Verano;6;Despejado;32.42;360.014;0.4;239.994;547;Mañana
Verano;6;Despejado;33.36;380.012;0.42;199.995;527;Tarde
Verano;6;Despejado;33.36;36.998;0.4;260.027;472;Tarde
Verano;6;Despejado;33.36;380.012;0.42;279.993;489;Tarde
Verano;6;Despejado;34.3;380.012;0.39;199.995;450;Tarde
Verano;6;Despejado;33.36;360.014;0.37;199.995;492;Tarde
Verano;6;Despejado;32.42;360.014;0.41;220.028;490;Tarde
Verano;6;Despejado;30.54;349.982;0.52;239.994;397;Tarde
Verano;6;Despejado;30.54;349.982;0.52;199.995;312;Noche
Verano;6;Despejado;29.6;349.982;0.59;169.979;289;Noche
Verano;6;Despejado;27.72;320.018;0.66;190.012;269;Noche
Verano;6;Despejado;27.72;320.018;0.66;199.995;222;Noche
Verano;0;Despejado;26.78;30.002;0.7;190.012;153;Noche
Verano;0;Despejado;26.78;30.002;0.7;169.979;87;Noche
Verano;0;Despejado;26.78;30.002;0.7;199.995;73;Noche
Verano;0;Despejado;25.84;30.002;0.74;169.979;41;Noche
Verano;0;Despejado;25.84;30.002;0.74;169.979;14;Noche
Verano;0;Despejado;25.84;30.002;0.74;169.979;19;Mañana
Verano;0;Despejado;25.84;30.002;0.79;169.979;19;Mañana
Verano;0;Despejado;26.78;309.986;0.74;199.995;68;Mañana
Verano;0;Despejado;27.72;320.018;0.66;220.028;108;Mañana
Verano;0;Despejado;29.6;349.982;0.59;239.994;229;Mañana
Verano;0;Despejado;29.6;349.982;0.59;279.993;364;Mañana
Verano;0;Despejado;30.54;360.014;0.56;279.993;437;Mañana
Verano;0;Despejado;32.42;36.998;0.47;350.008;491;Mañana
Verano;0;Despejado;33.36;380.012;0.44;310.009;523;Tarde
Verano;0;Despejado;34.3;40.001;0.42;310.009;526;Tarde
Verano;0;Despejado;34.3;380.012;0.37;350.008;450;Tarde
Verano;0;Despejado;30.54;340.016;0.46;169.979;421;Tarde
Verano;0;Despejado;30.54;340.016;0.46;169.979;382;Tarde
Verano;0;Lluvia Leve;24.9;280.022;0.74;89.981;229;Tarde
Verano;0;Despejado;24.9;280.022;0.84;150.013;185;Tarde
Verano;0;Despejado;24.9;280.022;0.84;70.015;193;Noche
Verano;0;Despejado;25.84;30.002;0.79;70.015;208;Noche
Verano;0;Despejado;25.84;30.002;0.79;60.032;157;Noche
Verano;0;Niebla;25.84;30.002;0.79;110.014;87;Noche
Verano;1;Niebla;25.84;30.002;0.79;0;33;Noche
Verano;1;Despejado;25.84;30.002;0.79;60.032;11;Noche
Verano;1;Niebla;25.84;30.002;0.79;89.981;5;Noche
Verano;1;Lluvia Leve;25.84;30.002;0.79;60.032;5;Noche
Verano;1;Niebla;25.84;30.002;0.74;89.981;11;Noche
Verano;1;Despejado;24.9;280.022;0.79;12.998;25;Mañana
Verano;1;Niebla;24.9;280.022;0.79;150.013;141;Mañana
Verano;1;Lluvia Leve;25.84;289.988;0.7;12.998;407;Mañana
Verano;1;Niebla;24.9;280.022;0.79;0;605;Mañana
Verano;1;Lluvia Leve;24.9;280.022;0.79;110.014;276;Mañana
Verano;1;Despejado;26.78;30.002;0.7;150.013;213;Mañana
Verano;1;Despejado;27.72;320.018;0.66;89.981;260;Mañana
Verano;1;Niebla;28.66;320.018;0.55;60.032;285;Mañana
Verano;1;Despejado;29.6;329.984;0.49;150.013;289;Tarde
Verano;1;Despejado;30.54;340.016;0.46;0;287;Tarde
Verano;1;Despejado;30.54;340.016;0.46;89.981;274;Tarde
Verano;1;Despejado;31.48;340.016;0.41;70.015;451;Tarde
Verano;1;Despejado;30.54;329.984;0.41;0;858;Tarde
Verano;1;Despejado;30.54;329.984;0.41;89.981;843;Tarde
Verano;1;Despejado;28.66;329.984;0.59;12.998;640;Tarde
Verano;1;Despejado;27.72;320.018;0.66;110.014;457;Noche
Verano;1;Despejado;26.78;30.002;0.7;12.998;317;Noche
Verano;1;Despejado;26.78;30.002;0.7;60.032;207;Noche
Verano;1;Despejado;25.84;30.002;0.74;12.998;113;Noche
Verano;2;Despejado;24.9;280.022;0.84;12.998;47;Noche
Verano;2;Despejado;24.9;280.022;0.84;89.981;18;Noche
Verano;2;Despejado;24.9;280.022;0.84;89.981;13;Noche
Verano;2;Despejado;24.9;280.022;0.84;0;6;Noche
Verano;2;Despejado;23.96;260.024;0.83;89.981;9;Noche
Verano;2;Despejado;24.9;280.022;0.79;70.015;36;Mañana
Verano;2;Niebla;24.9;280.022;0.79;12.998;179;Mañana
Verano;2;Niebla;24.9;280.022;0.74;89.981;502;Mañana
Verano;2;Niebla;24.9;26.999;0.7;110.014;705;Mañana
Verano;2;Niebla;24.9;280.022;0.74;89.981;327;Mañana
Verano;2;Niebla;26.78;30.002;0.7;89.981;250;Mañana
Verano;2;Niebla;27.72;320.018;0.66;60.032;214;Mañana
Verano;2;Niebla;29.6;340.016;0.55;89.981;283;Mañana
Verano;2;Niebla;29.6;329.984;0.52;12.998;253;Tarde
Verano;2;Niebla;30.54;340.016;0.46;0;261;Tarde
Verano;2;Despejado;29.6;329.984;0.52;0;306;Tarde
Verano;2;Lluvia Leve;27.72;320.018;0.66;190.012;445;Tarde
Verano;2;Niebla;28.66;329.984;0.62;89.981;868;Tarde
Verano;2;Niebla;27.72;309.986;0.62;110.014;814;Tarde
Verano;2;Niebla;27.72;320.018;0.66;70.015;610;Tarde
Verano;2;Niebla;26.78;30.002;0.7;89.981;448;Noche
Verano;2;Niebla;25.84;30.002;0.74;0;317;Noche
Verano;2;Despejado;25.84;30.002;0.74;70.015;224;Noche
Verano;2;Despejado;25.84;30.002;0.79;0;138;Noche
Verano;3;Despejado;24.9;280.022;0.84;0;58;Noche
Verano;3;Despejado;25.84;30.002;0.79;0;23;Noche
Verano;3;Despejado;24.9;280.022;0.84;0;6;Noche
Verano;3;Despejado;24.9;280.022;0.84;0;7;Noche
Verano;3;Despejado;24.9;280.022;0.84;0;7;Noche
Verano;3;Niebla;23.96;260.024;0.89;110.014;43;Mañana
Verano;3;Niebla;24.9;280.022;0.84;110.014;173;Mañana
Verano;3;Niebla;24.9;280.022;0.84;110.014;482;Mañana
Verano;3;Niebla;26.78;320.018;0.72;60.032;737;Mañana
Verano;3;Niebla;27.72;320.018;0.66;0;341;Mañana
Verano;3;Niebla;29.6;329.984;0.52;89.981;214;Mañana
Verano;3;Niebla;29.6;329.984;0.52;0;239;Mañana
Verano;3;Niebla;29.6;329.984;0.52;0;280;Mañana
Verano;3;Niebla;29.6;329.984;0.52;0;313;Tarde
Verano;3;Niebla;29.6;329.984;0.52;169.979;236;Tarde
Verano;3;Niebla;31.48;340.016;0.44;12.998;278;Tarde
Verano;3;Niebla;29.6;329.984;0.49;190.012;441;Tarde
Verano;3;Niebla;29.6;340.016;0.55;190.012;858;Tarde
Verano;3;Niebla;28.66;320.018;0.55;110.014;862;Tarde
Verano;3;Despejado;27.72;320.018;0.66;150.013;686;Tarde
Verano;3;Despejado;26.78;30.002;0.66;12.998;500;Noche
Verano;3;Despejado;26.78;30.002;0.66;70.015;381;Noche
Verano;3;Despejado;25.84;30.002;0.74;70.015;233;Noche
Verano;3;Despejado;25.84;289.988;0.7;89.981;136;Noche
Verano;4;Despejado;25.84;30.002;0.74;12.998;67;Noche
Verano;4;Despejado;24.9;280.022;0.79;89.981;28;Noche
Verano;4;Despejado;24.9;280.022;0.84;60.032;14;Noche
Verano;4;Despejado;23.96;260.024;0.83;60.032;6;Noche
Verano;4;Niebla;23.96;260.024;0.89;89.981;10;Noche
Verano;4;Niebla;23.02;229.994;0.94;0;41;Mañana
Verano;4;Despejado;23.02;240.026;0.83;110.014;167;Mañana
Verano;4;Niebla;24.9;280.022;0.84;110.014;475;Mañana
Verano;4;Despejado;25.84;30.002;0.74;70.015;698;Mañana
Verano;4;Despejado;27.72;320.018;0.66;110.014;353;Mañana
Verano;4;Despejado;29.6;340.016;0.55;150.013;205;Mañana
Verano;4;Despejado;31.48;340.016;0.44;0;260;Mañana
Verano;4;Despejado;31.48;340.016;0.44;70.015;277;Mañana
Verano;4;Despejado;32.42;360.014;0.41;70.015;281;Tarde
Verano;4;Despejado;33.36;349.982;0.32;150.013;247;Tarde
Verano;4;Despejado;33.36;349.982;0.32;150.013;267;Tarde
Verano;4;Despejado;32.42;349.982;0.39;169.979;417;Tarde
Verano;4;Despejado;32.42;340.016;0.36;169.979;810;Tarde
Verano;4;Niebla;30.54;340.016;0.46;169.979;811;Tarde
Verano;4;Despejado;29.6;340.016;0.55;12.998;623;Tarde
Verano;4;Despejado;24.9;26.999;0.54;190.012;478;Noche
Verano;4;Niebla;24.9;26.999;0.58;110.014;336;Noche
Verano;4;Niebla;23.02;249.992;0.69;150.013;259;Noche
Verano;4;Despejado;23.02;249.992;0.74;0;156;Noche
Verano;5;Despejado;24.9;26.999;0.65;60.032;85;Noche
Verano;5;Despejado;24.9;26.999;0.65;70.015;41;Noche
Verano;5;Despejado;24.9;280.022;0.74;110.014;20;Noche
Verano;5;Niebla;25.84;30.002;0.79;12.998;9;Noche
Verano;5;Lluvia Leve;24.9;280.022;0.84;190.012;7;Noche
Verano;5;Lluvia Leve;24.9;280.022;0.84;190.012;33;Mañana
Verano;5;Lluvia Leve;22.08;220.028;0.89;199.995;44;Mañana
Verano;5;Lluvia Leve;22.08;220.028;0.89;70.015;133;Mañana
Verano;5;Lluvia Leve;21.14;20.003;0.91;110.014;119;Mañana
Verano;5;Niebla;22.08;220.028;0.89;0;220;Mañana
Verano;5;Despejado;23.02;229.994;0.89;70.015;193;Mañana
Verano;5;Lluvia Leve;23.96;260.024;0.79;89.981;251;Mañana
Verano;5;Niebla;26.78;30.002;0.66;239.994;315;Mañana
Verano;5;Niebla;27.72;309.986;0.58;239.994;290;Tarde
Verano;5;Despejado;27.72;309.986;0.58;239.994;307;Tarde
Verano;5;Despejado;29.6;329.984;0.52;300.026;324;Tarde
Verano;5;Despejado;28.66;320.018;0.55;199.995;467;Tarde
Verano;5;Despejado;29.6;329.984;0.52;190.012;730;Tarde
Verano;5;Despejado;27.72;309.986;0.62;199.995;640;Tarde
Verano;5;Despejado;27.72;309.986;0.62;190.012;492;Tarde
Verano;5;Despejado;26.78;30.002;0.66;199.995;370;Noche
Verano;5;Despejado;26.78;30.002;0.66;169.979;286;Noche
Verano;5;Despejado;25.84;30.002;0.74;190.012;218;Noche
Verano;5;Despejado;25.84;289.988;0.7;190.012;192;Noche
Verano;6;Despejado;24.9;26.999;0.7;190.012;180;Noche
Verano;6;Despejado;23.02;249.992;0.74;150.013;116;Noche
Verano;6;Lluvia Leve;22.08;229.994;0.78;12.998;85;Noche
Verano;6;Lluvia Leve;21.14;220.028;0.83;110.014;21;Noche
Verano;6;Despejado;21.14;220.028;0.83;70.015;10;Noche
Verano;6;Despejado;21.14;209.996;0.88;70.015;11;Mañana
Verano;6;Niebla;21.14;209.996;0.88;70.015;23;Mañana
Verano;6;Despejado;22.08;220.028;0.83;60.032;62;Mañana
Verano;6;Despejado;23.02;240.026;0.83;70.015;162;Mañana
Verano;6;Despejado;23.96;260.024;0.79;12.998;271;Mañana
Verano;6;Despejado;25.84;289.988;0.62;60.032;407;Mañana
Verano;6;Despejado;26.78;30.002;0.66;110.014;499;Mañana
Verano;6;Despejado;27.72;309.986;0.58;150.013;546;Mañana
Verano;6;Despejado;29.6;329.984;0.49;239.994;569;Tarde
Verano;6;Despejado;29.6;329.984;0.49;199.995;538;Tarde
Verano;6;Despejado;29.6;320.018;0.46;190.012;562;Tarde
Verano;6;Despejado;29.6;320.018;0.46;199.995;531;Tarde
Verano;6;Lluvia Leve;26.78;30.002;0.66;239.994;512;Tarde
